Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@prof556677,قرار بتعيين فضيلة الشيخ العلامةأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية,2025-03-28T21:04:36,0,0,0,0,16,a decision to appoint sheikh al alama al rifai the general of the syrian arab republic
@Ammaraghaalkala,تعيين الشيخ الجليلأسامة الرفاعيمفتياً عاماً للجمهورية العربية السوريةسبحان من بدل لنا بما نستحق وبمن يستحق,2025-03-28T21:05:21,31,42,1011,4,15384,the appointment of sheikh al jalil al rifai as general of the syrian arab republic of the republic of sibil
@SyrNetworkNews,#مرسوم_رئاسييقضي بتعيين فضيلة الشيخ#أسامة_الرفاعيمفتياً عاماً للجمهورية العربية السورية، كما ينص على تشكيل#مجلس_الإفتاء_الأعلىلتنظيم الشؤون الدينية والفتاوى في البلاد.#رئاسة_الجمهورية_العربية_السورية#سوريا#شبكة_أخبار_سوريا,2025-03-28T21:03:27,0,3,34,3,5592,presidential decree to appoint sheikh osama_al rafaa a general general of the syrian arab republic as it provides for the formation ofcouncil of ifta_b
@mayarahhal83,#أسامة_الرفاعيمفتيا للدولة السورية الحديثة بدلا من مفتي البراميل الذي أجاز إسقاط البراميل المتفجرة على رؤوس المدنيين العزل في عهد نظام بشار الأسد المخلوع ..الرفاعي يتم تنصيبه على حسب تنوع المذهب والفقه الديني ..الرفاعي هو خير خلف لخير سلف وعليه مسؤولية كبيرة وهو خير من يستلمها,2025-03-28T21:04:46,0,0,0,0,71,osama_ al rifaiqa the modern syrian state instead of the mufti of the barrels which authorized the dropping of explosive barrels on the heads of defenseless civilians during the era of the deposed bashar al assad regime al rifai is installed according to the diversity of the doctrine and religious jurisprudence the rifai is the best successor to the good of the predecessor and he has a great responsibility and it is the best of those who receive it
@Raghd1z,الشيخأسامة الرفاعيأشعري أم سلفي؟,2025-03-28T21:03:16,10,0,0,0,4329,sheikh al rifai ashrai or my predecessor
@kosaiaw,"رجل عالم زاهد مخلص وشجاع لايحابي الظالمين 
تعيين الشيخاسامة الرفاعيمفتي للجمهورية العربية السورية 
الشخص المناسب في المكان المناسب.#سوريا#العيد_الاثنين",2025-03-28T21:01:38,0,0,0,0,156,a man of a loyal and brave world of ascetic and brave people who do not love the unjust the appointment the right person is in the right placesyriaeid_ monday
@tarek188,الدمشقياسامة الرفاعيمفتي الجمهورية العربية السورية,2025-03-28T21:01:49,0,0,0,0,192,the damascene the riffa the syrian arab republic
@kawan1008,تعيين الأمير ولاية الباديةأسامة الرفاعيمفتياً عاماً لـ#سوريا,2025-03-28T21:01:04,0,0,0,0,36,the emir appoints the state of osama al rifai as general forsyria
@mayarahhal83,أسامة الرفاعيمفتيا للدولة السورية الحديثة بدلا من مفتي البراميل الذي أجاز إسقاط البراميل المتفجرة على رؤوس المدنيين العزل في عهد نظام بشار الأسد المخلوع ..الرفاعي يتم تنصيبه على حسب تنوع المذهب والفقه الديني ..الرفاعي هو خير خلف لخير سلف وعليه مسؤولية كبيرة وهو خير من يستلمها,2025-03-28T21:03:07,0,0,2,0,537,osama al rifaeh the modern syrian state instead of the mufti of the barrels which authorized the dropping of explosive barrels on the heads of defenseless civilians during the era of the ousted bashar al assad regime al rifai is installed according to the diversity of the doctrine and religious jurisprudence rifai is the best successor to the good of the predecessor and he has a great responsibility and it is the best of those who receive it
@ALDAF3_ALMUSLIM,"#أسامة_الرفاعيالصوفي الأشعري الزنديق صار مفتي سوريا العام ،أي فساد تنوي عليه يا أحمد الشرع لتولي علينا كافراً؟
نسيت ، أنت كفرت مذ حكمت بغير شرع الله وتبنيت القوانين الوضعية
والله لو بقيت داعشياً فاسد المنهج مع البغدادي وتقول بشرع الله خير لك من أن تنشر الكفر@Presidency_Sy",2025-03-28T21:01:41,0,2,0,0,731,osama_al rifai al asfi al ashari al zandeq has become the grand mufti of syria that is corruption that you intend ahmed al shara to assume us an infidel i forgot you disbelieved since you ruled without the law of god and adopted statutory laws by god if isis remains a corrupt approach with al baghdadi and says that gods law is better for you than spreading disbelief
@imadeddin3,"تعيين سماحة الشيخأسامة الرفاعيمفتيا عاما للجمهورية
الشيخ الرفاعي ينتمي إلى مدرسة دينية عائلية عريقية وضمانة للتدين الشامي الوسطي في ظروف لجية عصيبة",2025-03-28T21:03:19,0,0,0,0,409,the appointment of his eminence sheikh osama al rifaehta general to the republic sheikh al rifai belongs to an ancient family religious school and a guarantee of the middle shami religiosity in conditions for a difficult seizure
@ahmadAlshara_,"بناءً على الصلاحيات الممنوحة، وحرصاً على توحيد مرجعية الفتوى في البلاد.

أصدر السيد الرئيس#أحمد_الشرعقراراً بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية.#سوريا#رئاسة_الجمهورية_العربية_السورية",2025-03-28T21:01:06,0,0,2,0,261,based on the powers granted and in order to unify the reference of the fatwa in the country mr presidentahmed_ara al sharsa issued a declaration of the appointment of his excellency sheikh osama al rifaifa general of the syrian arab republic
@Vieri_95,"الانفتاح على الفرق الاسلامية الأخرى في بعض الأوقات أصعب من الانفتاح على الأديان الأخرى.
يعني سلفي من خلفية جهادية يعين أشعريا مفتيا للديار، هذا ما سبقه إليه أحد.#أسامة_الرفاعي",2025-03-28T21:02:34,0,0,0,0,83,other islamic teams at times are more difficult than opening up to other religions i mean my predecessor from a jihadist background appoints ashari as a mufti of the home this is what one has preceded
@althawra_khabar,قرار بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية#الثورة_الخبر,2025-03-28T21:02:33,0,0,0,0,45,a decision to appoint his excellency the sheikh osama al rifafa general of the syrian arab republicrevolution_ news
@fawaz_jwaid,قرار بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السوريةوتشكيل مجلس الإفتاء الأعلى#رئاسة_الجمهورية_العربية_السورية,2025-03-28T21:00:55,0,0,0,0,61,decision to appoint his excellency the sheikh osama al rifafa general of the syrian arab republic and the formation of the supreme fatwa councilpresidency
@alpacinojuv,اسامة الرفاعيكافر,2025-03-28T21:00:21,6,0,0,0,1306,osama al rifaekafar
@Sr7Usame,معك حق الصوفيين اخطر من الشيعة لكناسامة الرفاعيمابعرفو حدا يعرف توجهو,2025-03-28T20:59:49,0,0,0,0,208,you have the right of sufis more dangerous than the shiites because the fee of the riffa and i know someone who knows it
@naifaldossary24,للاسف سوريا من خطر الشيعه الى خطر مطاياهم من الصوفيهاسامه الرفاعيصوفي اشعري قبوري للاسف,2025-03-28T21:00:13,0,0,2,0,124,unfortunately syria from the danger of the shiites to the danger of their wanders from the sophiehaya al rafioui ashari qabouri unfortunately
@Levant24_ar,تم تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السوريةفي حفل أقيم في قصر الشعب بدمشق. وتم خلال الحفل أيضًا انتخاب أعضاء المجلس الأعلى للإفتاء.,2025-03-28T21:00:31,0,0,0,0,147,the sheikhs were appointed as the general general of the syrian arab republic in a ceremony held at the peoples palace in damascus during the ceremony members of the supreme council of fatwa were also elected
@xkzWVIhWqWlhphA,"-  تعيين الشيخ أسامة#الرفاعي#مفتياعاما للجمهورية العربية السورية 
- أعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو 
- نعيم العرقسوسي",2025-03-28T20:59:31,0,0,0,0,137,the appointment of sheikh osamaal rifaimukhtana of the syrian arab republic the members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayrout ibrahim shasho naeem al arqusi
@i8x8_i,في العقيدة: يتبنى الشيخأسامة الرفاعيالعقيدة الأشعرية، وهي العقيدة التي يعتمدها غالبية علماء الشام، وتقوم على إثبات صفات الله بما يليق بجلاله، مع التأويل عند الحاجة وفق منهج أهل السنة والجماعة,2025-03-28T20:59:50,15,0,14,2,4369,in the doctrine sheikh osama al rifai adopts the ashari doctrine which is the doctrine that most of the scholars adopt
@alwatan_sy,عاجل- قرار بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية,2025-03-28T20:58:20,0,0,0,0,301,urgent
@MRazouk,"اللهم لك الحمد شيئاً فشيئاً يعود لسوريا ألقها 
الحمد لله خطوة مباركة بتعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية#سوريا",2025-03-28T20:58:20,0,0,0,0,42,oh god praise you little by little return to syria praise be to god a blessed step by appointing sheikh osama al rifai as general of the syrian arab republicsyria
@tafasillb,الرئيس السوري أحمد الشـ.رع يُعيّن الشيخأسامة الرفاعيمفتياً للجمهورية العربية السورية,2025-03-28T21:00:24,0,0,0,0,217,syrian president ahmed al sha i seek the sheikh osama al rifai as the syrian arab republic
@RoyaTV,تعيين الشيخأسامة الرفاعيمفتيًا عامًا للجمهورية العربية السوريةhttps://royanews.tv/news/345806,2025-03-28T20:58:07,0,0,4,0,1119,the appointment of sheikh al rifai as general of the syrian arab republic
@naifaldossary24,اهل#سوريالن يطول الفرح عندكم بزوال الشيعه لان#الصوفيههم قنطره التشيع مع هذا المفتي انتظروا الطقوس الصوفيه من مقامات وشرك لا يفرح به الا الشيعي ! الله السمتعان#اسامه_الرفاعي,2025-03-28T20:57:25,180,56,352,199,280469,the people ofsurrealne are the joy of you with the disappearance of the shiites becausesufism is a shiite bridge with this mufti god is the symbol
@hilaly_number1,"تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةأعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم حسون - سهل جنيد - محمد أبو الخير شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي

بالتوفيق ٠٠",2025-03-28T20:58:07,0,0,0,0,184,the appointment of sheikhsa al rifaifa a general general for the syrian arab republic members of the fatwa authority are abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim hassoun sahl junaid muhammad abu al khair shukri anas ayrout ibrahim shashou naim al arqousi good luck
@emad_badish,"الرئيس السوري أحمد الشرع يعين الشيخأسامة الرفاعيمفتيا عاما للجمهورية السورية

الحمد لله .. سوريا من الظلمات إلى النور،، نسأل الله أن ينفع بهم",2025-03-28T20:56:38,8,28,366,4,6139,syrian president ahmed al sharaa appoints sheikh osama al rifaifa general of the syrian republic praise be to god syria is from darkness to light we ask god to benefit from them
@mhmdabobakr,"شلنا البوطي الجهمي القبوري 
وحطينا نسخة عنواسامة الرفاعيوكانك ياابوزيد ماغزيت",2025-03-28T20:56:55,0,0,0,0,33,shalna al bouti al jahmi al qabouri and we put a copy of the manner of the riffa you yabozid maggit
@Levant24_ar,بحسب قناة تلفزيون سوريا، تم تعيين الشيخأسامة الرفاعيمفتياً عاماً للبلاد.,2025-03-28T20:55:41,0,0,0,0,153,according to the syria tv channel the sheikhs were appointed as a general general for the country
@TvIdlib,الشيخ العلّامةأسامة الرفاعيمفتياً للجمهورية العربية السورية,2025-03-28T20:56:04,0,0,0,0,91,sheikh al alameh osama al rifai as the syrian arab republic
@kg203561,"بس حتى لمن كان احمد الشرع بأدلب كان توجهاسامه الرفاعيمعاه نوعا ما 
بس بالنهايه هو على المذهب السني",2025-03-28T20:57:13,0,0,0,0,1171,but even for those who were ahmed al shara in idlib his directions were somewhat but at the end it is on the sunni school of thought
@abdulrahmans05,"حفظ الله الامامأسامة الرفاعيونفعنا بعلمه
 ادعي له بالتوفيق والثبات أحسن",2025-03-28T20:56:36,0,0,0,0,354,may god protect the imamiyyah al rifai and we will benefit us with his knowledge i pray for him with success and stability is better
@Dr_ahmad_Najeeb,"عاجل
تعيين الشيخأسامة الرفاعيمفتياً عامًّا للجمهورية العربية السوريةأعضاء هيئة الإفتاء: عبد الفتاح البزم - محمد راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي- خير الله طالب-",2025-03-28T20:56:01,0,0,2,0,346,urgent the appointment of sheikhs al rifai is general general to the syrian arab republic of the fatwa authority abdel fattah al bazm muhammad ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid muhammad shukri anas ayrout ibrahim shashou naim al arqousi khairallah talib
@ajmubasher,عاجل | تعيين الشيخأسامة الرفاعيمفتيا للجمهورية العربية السورية رفقة 14 عضوا في هيئة الإفتاء,2025-03-28T20:55:11,13,51,603,2,17079,urgent the appointment of sheikh al rifaifa to the syrian arab republic accompanied by members of the fatwa authority
@Shatella212,"بعد إقصاء الرئيس السوري ""أحمد الشرع"" للشيخ العلّامة ""محمد بن شمس الدين"" من منصب مفتي سوريا. 
أُعلن ترشيح نفسي لمنصب دار الإفتاء السورية بسبب عدم اعترافنا بالشيخ""أسامة الرفاعي"" كمفتي للدولة السورية الشقيقة. 

بالنسبة للمؤهلات التي أملكها لهذا المنصب : 
- عندي مكتبة. 
- دقني طويلة",2025-03-28T20:55:32,12,15,244,93,272359,after the exclusion of the syrian president ahmed al shara by sheikh al alameh muhammad bin shams al din from the position of mufti of syria a psychological nomination was announced for the position of the syrian ifta house because of our lack of recognition of sheikh osama al rifai as a mufti of the sisterly syrian state as for the qualifications i have for this position i have a library delived me long
@AlarabyTvSY,إقامة مراسم تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية، واختيار أعضاء المجلس الأعلى للإفتاء، وذلك في قصر الشعب بدمشق.,2025-03-28T20:55:46,0,0,0,0,263,establishing a ceremony for the appointment of sheikhs al rifai as general of the syrian arab republic and the selection of members of the supreme council for fatwa in the peoples palace in damascus
@belalalasmmour,الشيخ#أسامة_الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:53:03,0,0,0,0,29,sheikhosama_ al rafaa a general general of the syrian arab republic
@moonway6,"أعضاء#هيئة_الإفتاءالأعلى هم:

عبد الفتاح البزم 
محمد راتب النابلسي 
وهبي سليمان 
مظهر الويس 
عبد الرحيم عطون 
إبراهيم الحسون 
سهيل جنيد 
محمد شكري 
أنس عيروط 
إبراهيم شاشو 
نعيم العرقسوسي#مفتي_الجمهوريةالشيخ#أسامة_الرفاعي",2025-03-28T20:53:33,0,0,0,0,109,members of the supreme fatwa authority abdel fattah al bazm muhammad ratib al nabulsi wehbe suleiman the appearance of alois abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukry anas ayrout ibrahim shasho naeem al arqusimufti of the republic sheikhosama_al rafei
@SolomonKhalil,شو رايك بتعييناسامة الرفاعيستنا ؟,2025-03-28T20:52:23,0,0,0,0,80,what do you think of the appointment of the rifaitna
@dx_syr,#عاجلالشيخأسامة الرفاعيمفتياً عاماً لسوريا.,2025-03-28T20:55:10,0,0,6,0,84,the osama al rifai is a general general for syria
@tarekahmd22,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية.,2025-03-28T20:54:43,0,0,2,0,70,the appointment of sheikhsa al rifaifa is a general general for the syrian arab republic
@FarahALAtassi,"وعادت دار الإفتاء إلى أهلها وناسها .. ورمت حقبة ""شيوخ البلاط"" و""الرز بالحليب"" وراءها .. لتستقبل  الشيخ الجليلأسامة الرفاعيمفتياً عاماً للدولة السورية الجديدة .. شيخ الثورة البار بسوريا وشعبها 

بارك الله لسوريا بنوره وعلمه .. وألهمه وفريقه كل ما فيه الخير والمحبة والعزة للشعب",2025-03-28T20:54:12,53,78,1322,9,32431,the iftaa house returned to its people and its people and threw the era of the sheikhs of the court and rice with milk behind it to receive sheikh al jalili al rifai as the general general of the new syrian state sheikh of the righteous revolution in syria and its people may god bless syria with its light and knowledge and inspire him and his team everything that has goodness love and pride for the people
@M_hallak_,"تعيين الشيخأسامة الرفاعيمفتيا للجمهورية العربية السورية منكر لا يرضي أهل الأهواء وحظوظ النفس والحساد 
فكيف نرضي الأقليات؟
هذه عينة من الحردانين الذين لو أعطوا مرماتي شاة أو ظلفها لحضروا الجماعة",2025-03-28T20:54:46,0,0,0,0,111,the appointment of sheikhsa al rifafa to the syrian arab republic is a denier who does not satisfy the people how do we satisfy the minorities this is a sample of hardanin who if they gave my numbers a sheep or was associated with them they would attend the congregation
@IBN0AHMED,"مبارك لسوريا الحبيبة هذه الخطوة العظيمة والمباركة بتعيين العلامةأسامة الرفاعيمفتيا لسرويا العظيمة...
ولكن لا يزال هناك بعض الوجوه المتأثرة بالتطرف في هيئة الإفتاء، وعلى سيادة الرئيس#الشرعأن يترك التدخل في تعيين هيئة الإفتاء، وأن يترك اختيارها لسماحة المفتي حفظه الله...",2025-03-28T20:54:58,0,0,0,0,92,mubarak to the beloved syria this great and blessed step by appointing the mark osama al rifafea to the great secret but there are still some faces affected by the extremism in the fatwa authority and the president of the presidentsharia leaves the intervention in the appointment of the fatwa authority and that it leaves its choice to allow the mufti may god protect him
@veenus00abeer,"اللهم استودعناك سورية، شعبها وأرضها وخيراتها وكل مافيها فاحفظها بحولك وقوتك وقدرتك من عبث العابثين وكيد الكائدين.
اللهم خذ بيد أبنائها الشرفاء ووفقهم في خدمتها وإعلاء اسمها عاليا بين الأمم.#الجمهورية_العربية_السورية#الشيخ_أسامة_الرفاعي#أحمد_الشرع",2025-03-28T20:52:37,0,0,0,0,81,oh god deposit you syria its people its land its goods and all of it so keep it with your power strength and ability to tamper with the tampering and the plot of the two opposites oh god take the hands of its honorable children and agree to them in its service and raise its name high among the nations
@STMAbdurrahman,"نبارك لفضيلة الشيخأسامة الرفاعيحفظه الله، وللسادة الأفاضل أعضاء هيئة الإفتاء السورية، بمناسبة تكليفهم الكريم بإدارة شؤون الإفتاء في سوريا، سائلين الله أن يعينهم على حمل هذه الأمانة العظيمة، وأن يوفقهم لما فيه خير البلاد والعباد.
كما نُشيد بالمواقف الوطنية الشجاعة والمشرفة",2025-03-28T20:53:39,0,2,17,2,967,we congratulate his excellency sheikh osama al rifai may god preserve him and to the distinguished masters of the syrian ifta authority on the occasion of their generous assignment to the department of fatwa affairs in syria asking god to help them to carry this great trust and to help them for the good of the country and the people we also construct courageous and honorable national situations
@DijwarShexmus,"وأخيراً صار عندهم مفتي رسمي بدل ما يكونوا كلهم مفتين بلا منصب!أسامة الرفاعيشيخ الفتاوى المفخخة صار المفتي العام… خطوة طبيعية لمنظومة تعتبر التطرف وجهة نظر والإرهاب اجتهاد ديني!

دواعش بامتياز#سوريا",2025-03-28T20:52:13,0,2,9,0,392,finally they have an official mufti instead of all of them who are folded without a position osama al rifaeh the sheikh of the booby trapped fatwas isis par excellencesyria
@kg203561,مين قلكاسامه الرفاعي صوفي,2025-03-28T20:51:15,0,0,2,0,4783,maine qalkasah al rifai sophie
@arabick24,أحمد الشرع يعين الشيخأسامة الرفاعيمفتياً عاماً لسوريا,2025-03-28T20:49:27,0,0,4,0,227,ahmed al sharaa appoints sheikhs al rifai as general of syria
@mhmdabobakr,تركيا تعيناسامة الرفاعيالجهمي القبوري,2025-03-28T20:49:56,0,0,0,0,48,türkiye is the appointment of al rifai al rabhi al qabouri
@mhmdabobakr,تركيا تعيناسامة الرفاعيالجهمي القبوري مفتي؟؟؟,2025-03-28T20:49:20,0,0,0,0,192,türkiye is the appointment of the rifai al qabouri mufti
@idrees_al_shame,لا خوف على الشام بإذن الله تعالى ، الشيخأسامة الرفاعيرغم خلافنا معه لكنه لن يتفرد برأيه أو مذهبه بوجود ثلة من طلبة العلم أصحاب المنهج السلفي المشهود لهم بالعلم و العمل ، أمثال الدكتور مظهر الويس و الدكتور إبراهيم شاشو و الشيخ عبد الرحمن عطون أشهر مشايخ هيئة تحرير الشام سابقاً.,2025-03-28T20:52:02,67,27,378,30,28615,there is no fear for the levant god willing the sheikh osama al rifair who is our disagreement with him but he will not be unique in his opinion or doctrine that there are a few students of science with the salafi curriculum known for their knowledge and work such as dr mazhar al ways dr ibrahim shashou and sheikh abdul rahman atoun the most famous sheikhs of the headquarters for the liberation of al sham
@lQ72wivpWsDfF3R,"الحمد لله الذي أعز شعبنا الثائر بعلمائه ليكونوا بوصلته نحو الحق والعدل
 نبارك لأنفسنا بتولي فضيلة الشيخأسامة الرفاعيمنصب مفتي عام للجمهورية العربية السورية ونبارك للسادة العلماء أعضاء مجلس الإفتاء ونسأل الله أن يعينهم ويأخذ بيدهم لما فيه خير للبلاد والعباد ،،",2025-03-28T20:52:12,0,0,0,0,74,praise be to god who cherished our revolutionary people with his scholars to be their compass towards truth and justice we congratulate ourselves to take over the virtue of the sheikh osama al rifai the mufti of the grand mufti of the syrian arab republic and we bless the scholars members of the ifta council and we ask god to help them and take their hand for the good of the country and the people
@MonzerOkap,"#عاجل|| تعيين الشيخأسامة الرفاعيمفتيا عاما لسوريا.

• أعضاء هيئة الإفتاء هم عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو.اشترك بقناة التلغرامhttps://t.me/Syria08_12_2024",2025-03-28T20:50:07,0,0,0,0,166,urgent the appointment of sheikhsa al rifaimi is the general of syria members of the fatwa authority are abdel fattah al bazzam ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shukri anas ayout ibrahim shasho
@hasn_1981,"تعيين الشيخ#أسامة_الرفاعيحفظه الله مفتياً ل#سوريايعيد للافتاء بلاد الشام مكانتها باذن الله تعالى،  فالشيخ أسامة مشهود له بالصلاح وحسن السيرة والأخلاق.
اللهم الف قلوب أهل#الشامواجمع على الحق كلمتهم يا رب.",2025-03-28T20:52:10,0,0,0,0,64,the appointment of sheikhosama_al rafafi may god preserve him as a mufti of syria return to the sorrow of the levant oh god the hearts of the people of the shames on the truth are their word o lord
@Mohab_Nasser2,"الرئيس السوري يعيّن الشيخأسامة الرفاعيرئيساً لهيئة الإفتاء العليا في الجمهورية العربية السورية.

عيّن الرئيس السوري الشيخأسامة الرفاعيرئيسًا لهيئة الإفتاء العليا في البلاد، والتي تضم في عضويتها 14 عالماً وداعية يشكّلون المجلس الأعلى للإفتاء.

وضم المجلس كلًا من: الشيخ علاء",2025-03-28T20:49:01,0,6,18,2,2143,the syrian president appoints sheikh osama al rifai as head of the supreme ifta authority in the syrian arab republic the syrian president sheikh osama al rifai appointed the head of the countrys supreme advisory authority which includes and farewell scientists in its membership the council included sheikh alaa
@tayssirmk,"تعيين الشيخأسامة الرفاعي..
مفتي عام للجمهورية العربية السورية ورئيس مجلس الإفتاء الأعلى
أعضاء مجلس الإفتاء :
عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي .",2025-03-28T20:50:32,0,0,0,0,119,the appointment of sheikhs al rifai grand mufti of the syrian arab republic and chairman of the supreme ifta council members of the ifta council abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid muhammad shukri anas irarot ibrahim shasho naim al arqusi
@Lina_shames,"شتان مابين نظام يضرب ويهين علمائه ... ونظامٍ يكرم منازلهم ويوفيهم حقهم.
لقد زلزل النظام السابق وشبيحته الشام عندما اعتدى على الشيخاسامة الرفاعيومسجده 
بشعارات لعيونك أبو حافظ !! 
واليوم الشيخ#أسامة_الرفاعي#المفتي_العامللجمهورية العربية السورية",2025-03-28T20:51:06,0,2,11,0,1855,there is a difference between a system that strikes and insults its scholars and a system that honors their homes and fulfills their right he shared the previous regime and his shabah al sham when he assaulted the church with slogans for your eyes abu hafez today sheikhosama_ al rifaimufti_al arab republic
@mhmdabobakr,تركيا تعيناسامة الرفاعي,2025-03-28T20:48:52,0,0,0,0,44,türkiye is the appointment of al rifai
@syria122024,تعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية,2025-03-28T20:46:48,0,0,0,0,138,appointment
@b3_eg7,"تجديد الثقة لشيخاسامة الرفاعيلمنصب مفتي سوريا 

ولد الشبخاسامة الرفاعيسنة ١٩٤٤ م في دمشق 
يتبع الشيخ مذهب الإمام محمد بن إدريس الشافعي",2025-03-28T20:47:35,0,0,0,0,143,renewal of confidence to shekhaza al rafah the position of the mufti of syria al shabakhasa was born in ad in damascus the sheikh follows the doctrine of imam muhammad bin idris al shafii
@abuhisham2023,كيفاسامة الرفاعيحاظرك هو ماعندو صفحة,2025-03-28T20:47:40,0,0,0,0,43,kivasama al rifaihah you are not a page
@Mohamme38133392,اخياسامة الرفاعييقول بخلق القرآن هل تعلم ذلك,2025-03-28T20:47:48,0,0,0,0,69,options of al rafiqi says the creation of the quran do you know that
@zahershishackli,"مفتي#سوريا:أسامة الرفاعي.
 
أعضاء هيئة الإفتاء هم: 
عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي.",2025-03-28T20:47:21,0,0,0,0,164,muftisyria osama al rifai ifta members are abdel fattah al bazm ratib al nabulsi wehbe suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid muhammad shukri anas irarot ibrahim shasho naim al arqusi
@M_hallak_,"يا أستاذ هذا طعن بالشيخأسامة الرفاعيرئيس هيئة الافتاء وليس بالتعيينات 
ثم إن الشيخ أسامة تم انتخابه واختياره منذ سنوات 
هل الشيخ أسامة رجل سلطة حتى تطاله اتهاماتكم 

حسبنا الله ونعم الوكيل في الهوى",2025-03-28T20:47:23,0,0,0,0,58,professor this was stabbed by the raama riffa head of the fatwa authority not with appointments then sheikh osama was elected and chosen years ago is sheikh osama a man of authority until your accusations are affected by him god suffices us and blesses the agent in passion
@Syrian4Ukraine,على حسب معلوماتي، الشيخأسامة الرفاعييميل للاعتدال؟,2025-03-28T20:47:54,0,0,0,0,37,according to my information sheikh al rifaeelmal for moderation
@Military_OSTX,"مراسم تعيين ""الشيخأسامة الرفاعي""مفتياً عاماً -للجمهورية العربية السورية- واختيار أعضاء المجلس الأعلى للإفتاء في قصر الشعب بـ#دمشق",2025-03-28T20:47:47,12,9,288,2,12771,the ceremony for the appointment of sheikh osama al rifai is a general mufti for the syrian arab republic and the selection of members of the supreme council for fatwa in the peoples palace in damascus
@Seyfebubekir,نحمد الله الذي أعز شعبنا الثائر بعلمائه ليكونوا بوصلته نحو الحق والعدل. نبارك لأنفسنا بتولي فضيلة الشيخأسامة الرفاعيمنصب مفتي عام للجمهورية، ونبارك للسادة العلماء أعضاء مجلس الإفتاء، ونسأل الله أن يعينهم ويأخذ بيدهم لما فيه صلاح وخير البلاد.,2025-03-28T20:48:04,28,186,2428,23,24769,we thank god who dearest our revolutionary people with his scholars to be their compass towards truth and justice we congratulate ourselves to take over the virtue of the sheikh osama al rifai the grand mufti of the republic and we bless the scholars of the members of the ifta council and we ask god to help them and take their hand for what is good and the good of the country
@DrBatoulJindia,"بالنسبة إلي، تعيين الشيخأسامة الرفاعيمفتيًا، حدث إيجابي لأنه يعيد إلينا مفهوم أننا أمة واحدة في خندق واحد وفي مركب واحد.
على فكرة أنا لا أتكلم على الأشخاص ولكن على التيارات، فلا تنحوا بهذا المنشور إلى غير ما قصد منه.",2025-03-28T20:48:27,63,28,863,35,39059,for me the appointment of sheikhs al rifaifi a positive event because it brings us back to us the concept that we are one nation in one trench and in one boat by the way i do not speak to people but on the currents so do not step this post other than what is intended
